cpu_usage,memory_usage,net_upload_mbps,net_download_mbps,disk_read_mbps,disk_write_mbps,idle
10.73,51.3,0.39,0.64,0.47,1.75,1
11.15,50.6,0.5,0.8,1.66,1.9,1
7.52,51.05,0.29,0.33,1.68,1.52,1
14.96,50.37,0.13,0.74,1.1,0.63,1
13.45,50.04,0.3,0.82,1.09,0.44,1
5.78,51.03,0.49,0.01,1.97,1.96,1
7.2,51.92,0.48,0.4,0.05,0.45,1
0.31,52.64,0.27,0.08,0.57,0.18,1
8.91,52.92,0.45,0.69,1.94,1.02,1
8.69,53.49,0.24,0.85,1.29,1.6,1
2.95,54.49,0.33,0.2,1.17,1.35,1
0.56,55.18,0.05,0.08,0.8,1.64,1
11.08,55.88,0.45,0.32,0.18,0.12,1
10.98,55.01,0.35,0.34,0.76,1.92,1
11.63,55.45,0.15,0.04,1.49,0.66,1
10.64,55.92,0.27,0.78,1.16,0.57,1
8.88,56.69,0.01,0.9,1.09,1.74,1
6.73,57.26,0.25,0.42,0.9,1.79,1
1.99,57.8,0.31,1.0,1.19,1.57,1
5.32,58.23,0.19,0.72,1.0,1.14,1
11.69,57.91,0.14,0.15,0.58,1.02,1
8.57,57.76,0.03,0.51,0.74,1.07,1
4.33,57.83,0.45,0.18,1.36,1.85,1
13.16,57.72,0.06,0.49,0.91,0.02,1
5.6,57.61,0.33,0.94,0.17,0.65,1
6.88,58.38,0.39,0.44,0.05,1.42,1
7.76,58.24,0.29,0.16,0.44,0.47,1
13.93,58.49,0.26,0.19,0.53,0.77,1
6.66,57.53,0.2,0.56,0.48,0.16,1
3.84,57.76,0.05,0.34,1.55,1.43,1
12.8,57.57,0.14,0.89,0.8,0.8,1
1.56,56.72,0.49,0.14,0.68,0.64,1
2.37,55.96,0.02,0.29,1.73,0.68,1
9.72,55.32,0.5,0.23,0.56,1.94,1
7.72,54.95,0.12,0.93,1.96,1.63,1
6.11,55.26,0.12,0.89,1.83,0.84,1
32.42,54.27,9.26,64.99,22.34,21.09,0
80.32,53.8,17.9,97.1,37.37,29.7,0
94.95,52.82,12.21,69.71,35.71,43.04,0
36.52,52.55,13.65,90.04,35.84,23.61,0
75.35,52.65,15.08,62.67,18.12,46.63,0
79.29,52.68,5.07,37.68,44.36,7.25,0
56.13,52.82,15.27,31.78,14.86,46.68,0
27.85,52.66,4.67,99.89,13.8,32.47,0
86.42,52.55,15.35,61.71,5.48,44.59,0
89.87,52.22,10.42,70.95,8.12,38.53,0
46.35,53.01,3.25,18.95,13.36,19.77,0
47.62,53.96,14.76,12.86,31.6,26.69,0
83.47,53.11,9.64,78.64,13.69,30.31,0
46.11,53.14,5.29,73.3,27.05,38.8,0
26.49,53.65,14.97,84.16,45.66,30.74,0
76.4,53.6,3.96,20.6,8.19,19.4,0
94.84,52.71,9.19,73.99,36.2,14.2,0
60.95,52.48,14.31,99.83,21.14,45.34,0
71.71,52.22,12.37,10.03,8.53,5.93,0
75.94,52.82,4.28,62.56,18.0,40.86,0
78.16,52.4,10.97,32.03,41.42,13.37,0
33.8,51.6,13.81,70.19,34.36,23.7,0
88.34,50.86,10.65,43.66,31.5,13.68,0
50.41,50.83,5.32,28.21,45.16,28.88,0
71.71,50.12,19.08,15.66,42.51,31.28,0
42.29,50.49,10.16,70.66,15.92,29.07,0
53.66,49.64,17.4,87.6,26.18,48.78,0
20.25,48.89,8.23,62.1,33.31,26.44,0
32.79,49.09,17.19,87.45,35.33,34.89,0
35.22,49.99,9.14,71.11,29.18,5.84,0
83.36,50.0,5.95,63.56,46.55,9.32,0
54.22,49.13,8.79,84.38,22.13,7.86,0
23.21,49.51,8.77,73.25,14.17,34.09,0
39.14,49.74,12.41,70.06,26.0,20.15,0
93.34,49.85,9.11,42.21,25.89,8.43,0
44.65,49.06,3.31,49.29,5.15,23.08,0
21.82,48.62,16.67,92.04,14.35,29.27,0
57.02,47.72,9.3,30.56,36.52,10.69,0
77.58,47.6,13.65,52.36,26.05,27.38,0
49.47,47.35,10.49,55.21,36.14,37.0,0
51.02,47.75,8.1,55.97,25.4,45.03,0
87.4,47.06,14.47,97.24,33.61,48.36,0
23.94,47.11,12.0,98.43,23.79,14.54,0
68.66,46.69,6.99,72.9,48.88,45.36,0
44.5,46.42,8.06,42.48,9.51,39.29,0
85.99,46.46,18.61,7.32,49.48,36.95,0
49.21,46.7,10.85,35.84,33.02,9.18,0
40.65,45.85,1.34,57.51,31.03,24.2,0
87.0,44.97,12.62,15.99,27.99,27.38,0
65.51,44.65,16.36,76.16,14.13,43.8,0
14.2,45.2,0.04,0.49,1.19,0.5,1
9.44,46.19,0.01,0.61,0.98,0.39,1
13.47,47.05,0.15,0.54,0.63,1.55,1
5.45,47.07,0.4,0.5,0.79,1.88,1
7.06,47.43,0.34,0.26,0.65,1.86,1
12.42,46.75,0.14,0.54,1.94,0.64,1
7.71,46.88,0.19,0.16,1.78,1.98,1
11.64,46.03,0.43,0.7,0.09,0.32,1
0.25,46.09,0.15,0.39,0.48,0.13,1
4.17,46.52,0.4,0.01,1.69,1.91,1
11.03,46.97,0.47,0.21,1.99,1.55,1
5.48,46.14,0.27,0.65,1.24,1.41,1
5.4,45.87,0.22,0.26,0.35,0.28,1
7.45,45.21,0.03,0.95,1.53,1.46,1
9.1,45.92,0.26,0.98,1.5,1.15,1
2.41,46.41,0.01,0.69,0.2,0.23,1
4.13,45.62,0.31,0.92,0.63,0.43,1
2.04,46.03,0.03,0.09,0.86,0.64,1
13.07,45.76,0.39,0.53,0.2,1.42,1
1.38,46.56,0.42,0.34,0.44,1.74,1
5.15,46.75,0.18,0.58,1.47,0.13,1
14.3,47.26,0.13,0.91,1.9,0.54,1
3.66,47.88,0.37,0.8,0.49,1.43,1
5.44,48.53,0.08,0.09,1.15,1.96,1
6.59,48.45,0.27,0.28,0.33,0.96,1
7.88,49.45,0.48,0.6,1.21,0.26,1
11.62,48.83,0.44,0.41,1.0,1.04,1
10.37,48.38,0.45,0.16,0.17,1.48,1
9.4,49.12,0.35,0.32,1.63,1.1,1
11.47,49.0,0.43,0.02,0.49,0.18,1
13.36,49.79,0.23,0.85,0.65,0.68,1
6.44,50.31,0.39,0.24,1.9,1.15,1
1.43,49.92,0.25,0.9,1.75,0.09,1
6.71,50.25,0.09,0.73,0.37,0.69,1
7.28,49.71,0.37,0.96,0.23,1.42,1
6.28,50.51,0.02,0.14,0.64,0.68,1
11.15,50.15,0.49,0.6,0.48,0.66,1
4.96,49.19,0.34,0.53,0.77,0.3,1
3.36,48.96,0.05,0.79,0.22,1.45,1
1.19,48.05,0.41,0.58,0.47,1.79,1
3.11,48.77,0.38,0.71,0.58,0.12,1
4.77,49.3,0.1,0.52,1.82,0.09,1
8.63,48.59,0.21,0.74,1.93,0.46,1
13.7,49.13,0.33,0.44,1.15,1.49,1
13.81,49.32,0.21,0.29,1.28,0.83,1
6.36,49.31,0.08,0.47,1.38,1.6,1
2.56,49.32,0.21,0.79,0.83,1.39,1
3.69,48.46,0.4,0.08,1.05,0.42,1
7.59,48.28,0.25,0.71,1.49,1.46,1
9.51,47.66,0.29,0.42,1.19,1.89,1
87.93,46.93,2.02,34.3,17.97,33.19,0
86.18,47.59,16.74,66.95,25.63,46.98,0
57.45,47.51,14.34,58.86,31.46,19.89,0
25.86,47.62,7.79,71.1,47.89,48.34,0
65.5,47.96,4.53,71.05,8.18,17.81,0
43.27,47.11,1.95,84.03,18.96,7.84,0
38.88,46.46,4.38,78.56,19.48,41.21,0
56.97,45.91,14.07,66.94,32.05,46.62,0
57.03,46.18,17.8,12.4,7.51,15.5,0
39.49,45.78,4.61,48.59,32.61,16.19,0
66.02,45.33,18.97,69.1,40.23,21.51,0
54.07,44.47,16.34,48.35,43.1,49.49,0
23.41,43.52,3.84,41.52,10.9,44.18,0
43.68,44.46,4.51,93.5,35.13,46.04,0
57.28,43.54,5.45,23.4,15.03,36.89,0
23.85,44.15,12.55,66.0,34.94,21.73,0
60.02,43.94,3.0,80.72,47.89,7.7,0
56.56,44.28,3.78,87.43,17.79,40.24,0
64.85,43.97,4.65,25.97,7.13,15.83,0
82.49,44.92,7.96,76.69,24.77,40.32,0
37.99,44.77,17.38,64.07,41.78,34.32,0
37.11,44.42,2.33,55.87,49.56,38.21,0
82.04,45.18,15.61,31.76,5.64,10.32,0
82.74,45.74,6.61,32.09,40.68,47.2,0
65.42,45.51,5.61,54.95,15.51,41.36,0
82.53,45.74,8.25,83.29,20.0,24.81,0
25.27,46.47,19.02,59.49,27.85,42.77,0
59.17,46.18,18.62,11.15,10.1,31.86,0
54.82,47.18,7.23,43.45,42.02,31.71,0
79.02,46.23,6.2,30.11,20.12,42.95,0
37.26,46.96,18.19,65.79,15.21,14.86,0
87.03,47.58,5.87,44.95,42.56,39.7,0
58.88,47.66,18.32,35.97,12.05,36.89,0
84.09,46.74,2.54,85.15,18.2,34.47,0
65.72,47.41,14.63,40.03,14.69,29.19,0
44.27,46.42,5.8,31.5,47.71,21.17,0
78.63,46.42,14.29,17.21,49.32,32.36,0
48.67,46.94,18.07,28.18,17.86,10.51,0
64.67,46.65,12.57,25.75,34.3,39.45,0
80.1,47.59,7.63,77.02,6.52,29.8,0
93.59,47.73,6.35,46.93,7.83,44.3,0
48.88,47.43,3.14,94.94,28.86,17.73,0
40.3,48.08,12.43,93.35,43.55,25.72,0
51.73,49.06,5.79,98.42,18.67,19.57,0
30.04,48.81,15.45,93.9,28.03,5.11,0
28.37,48.92,8.91,80.05,24.74,24.44,0
63.63,48.53,17.27,34.29,41.98,30.47,0
42.13,48.68,7.86,64.16,15.39,46.42,0
89.0,49.4,1.88,37.55,6.03,17.25,0
22.75,49.65,9.29,16.17,23.76,42.75,0
11.08,49.5,0.17,0.94,1.42,0.84,1
13.79,49.95,0.29,0.71,0.83,0.45,1
9.16,50.84,0.25,0.62,0.42,1.59,1
13.38,50.94,0.16,0.41,1.62,1.19,1
13.91,49.95,0.27,0.51,0.08,0.14,1
13.71,50.17,0.2,0.47,1.69,1.22,1
4.52,49.71,0.42,0.17,0.11,0.38,1
4.31,49.0,0.34,0.22,1.35,0.18,1
7.68,49.35,0.46,0.86,1.94,1.3,1
9.41,49.24,0.31,0.15,1.09,0.77,1
7.9,48.48,0.06,0.36,0.13,1.96,1
3.95,47.71,0.45,0.48,0.27,0.77,1
3.08,47.92,0.03,0.44,1.61,1.17,1
3.09,47.89,0.17,0.85,0.18,1.72,1
12.57,47.35,0.16,0.34,1.5,1.57,1
14.6,48.27,0.04,0.07,1.19,1.45,1
6.13,48.25,0.01,0.6,0.58,0.87,1
1.06,47.62,0.24,0.43,1.43,1.29,1
3.17,47.92,0.13,0.18,1.31,1.99,1
9.14,47.91,0.2,0.31,1.82,1.94,1
4.42,47.16,0.39,0.13,1.53,1.64,1
14.66,47.33,0.49,0.94,0.99,0.49,1
6.36,46.99,0.1,0.42,1.33,0.14,1
0.37,46.04,0.37,0.64,0.13,1.93,1
8.89,46.88,0.39,0.79,0.07,1.81,1
8.46,47.42,0.24,0.04,1.12,0.82,1
6.12,46.51,0.34,0.1,0.27,0.28,1
8.17,46.19,0.4,0.61,1.15,1.36,1
5.49,46.38,0.16,0.71,0.32,0.03,1
14.14,46.82,0.3,0.78,1.35,0.99,1
12.38,47.59,0.11,0.34,0.45,0.9,1
5.24,48.31,0.19,0.86,1.03,1.07,1
7.41,48.3,0.34,0.09,0.36,0.81,1
14.49,48.68,0.49,0.85,0.63,1.93,1
5.95,48.97,0.35,0.02,0.29,1.66,1
5.53,48.21,0.25,0.91,1.26,0.8,1
4.48,48.98,0.49,0.44,0.94,1.0,1
9.1,49.88,0.35,0.39,0.06,1.86,1
14.24,50.08,0.47,0.82,1.37,1.69,1
2.1,49.27,0.2,0.97,0.7,1.74,1
5.08,49.94,0.18,0.05,0.24,0.39,1
1.04,50.23,0.15,0.01,1.39,1.24,1
5.68,50.21,0.1,0.72,1.62,0.28,1
3.81,49.83,0.08,0.73,1.08,0.43,1
14.5,49.58,0.42,0.88,0.92,1.25,1
1.26,48.88,0.2,0.59,0.57,1.7,1
5.57,48.68,0.06,0.4,0.08,0.55,1
7.22,48.32,0.27,0.27,1.05,1.02,1
12.47,49.28,0.27,0.33,1.89,1.69,1
10.41,49.53,0.19,0.28,1.33,1.96,1
86.12,50.5,7.25,43.66,45.78,39.06,0
78.11,50.01,9.52,55.45,45.52,29.82,0
52.67,49.82,10.81,14.19,38.47,9.92,0
80.35,49.24,9.88,84.99,20.38,48.09,0
22.87,49.24,17.58,76.46,15.44,49.31,0
91.33,49.31,10.6,49.83,25.21,20.07,0
53.94,49.51,1.7,29.74,14.59,44.03,0
77.28,48.88,19.18,66.18,49.22,19.03,0
50.25,49.36,9.95,90.06,30.2,18.15,0
57.94,49.54,4.08,59.8,46.01,42.92,0
48.28,49.01,2.65,49.62,38.84,21.21,0
89.85,48.22,16.61,65.64,11.16,11.52,0
66.22,48.12,3.2,85.05,49.68,21.49,0
73.38,48.63,18.81,89.94,7.59,12.61,0
71.67,49.37,3.53,52.7,40.14,14.85,0
23.97,49.94,15.86,63.5,19.18,37.44,0
90.04,50.72,7.99,70.17,32.12,28.63,0
20.24,51.02,6.36,56.14,13.02,45.85,0
55.84,50.75,16.48,47.83,30.14,5.12,0
30.41,50.17,14.1,50.51,18.58,26.05,0
89.38,49.77,2.03,87.21,28.01,32.85,0
92.5,49.84,6.36,60.94,49.7,44.65,0
94.28,49.53,14.33,24.83,23.25,20.05,0
77.03,50.53,12.1,8.62,44.49,18.36,0
91.56,49.97,18.87,82.06,14.93,28.97,0
39.48,49.74,12.61,8.88,48.63,46.34,0
58.66,49.63,9.86,88.81,35.99,17.52,0
52.17,50.42,19.23,21.65,9.03,44.63,0
85.38,50.62,10.71,67.68,30.35,8.13,0
21.02,50.12,7.17,93.57,18.68,47.29,0
43.59,49.2,12.94,77.35,27.56,44.7,0
89.16,49.54,4.73,89.0,23.04,42.47,0
33.2,48.75,18.44,28.32,15.99,41.64,0
36.65,49.17,10.57,83.9,11.64,29.65,0
84.54,48.4,18.78,79.54,34.38,24.51,0
73.23,48.63,19.86,74.99,5.75,27.33,0
71.73,49.02,14.67,58.02,15.05,47.4,0
37.76,48.1,7.12,92.58,44.94,23.23,0
23.64,48.53,6.39,64.77,31.29,33.52,0
21.43,48.81,3.0,39.15,11.97,8.39,0
81.15,48.36,15.3,82.62,34.96,38.09,0
94.48,49.33,4.48,25.38,18.0,48.89,0
79.62,50.22,12.95,54.41,48.68,36.3,0
43.74,50.24,7.34,86.2,11.74,47.57,0
89.48,50.25,7.4,73.02,26.73,33.21,0
92.53,49.99,14.15,28.88,45.94,18.23,0
27.66,50.6,18.1,32.18,16.65,46.41,0
30.58,50.7,15.62,91.74,8.53,42.13,0
70.19,49.76,10.36,71.29,6.53,39.32,0
54.15,49.62,3.87,83.24,19.11,25.43,0
11.61,49.72,0.24,0.79,0.15,0.38,1
14.21,49.52,0.04,0.04,0.31,1.28,1
12.4,49.89,0.04,0.2,0.6,1.25,1
1.95,49.34,0.47,0.34,1.43,1.05,1
12.71,49.72,0.41,0.4,1.18,0.52,1
4.7,49.1,0.42,0.22,0.03,0.54,1
7.67,49.26,0.1,0.76,0.48,1.41,1
14.8,49.76,0.5,0.87,1.52,0.77,1
14.35,49.7,0.01,0.54,0.44,1.12,1
8.68,49.33,0.28,0.96,1.1,1.69,1
6.63,49.5,0.24,0.28,0.76,1.2,1
9.58,49.0,0.18,0.32,1.22,0.27,1
0.73,49.31,0.04,0.24,0.04,0.49,1
1.01,50.16,0.22,0.91,1.58,0.61,1
5.01,50.49,0.04,0.99,1.74,0.93,1
10.1,49.51,0.1,0.2,0.94,1.82,1
11.76,48.63,0.03,0.48,1.28,1.37,1
6.34,48.67,0.29,0.07,0.27,1.33,1
2.51,47.82,0.27,0.91,0.03,1.29,1
0.2,48.07,0.08,0.42,1.6,0.56,1
6.23,48.77,0.12,0.51,1.59,1.66,1
5.14,47.79,0.4,0.21,1.48,1.9,1
6.66,48.02,0.32,0.7,0.35,1.94,1
2.55,48.17,0.01,0.78,0.16,0.28,1
9.09,47.72,0.34,0.39,1.55,1.95,1
10.58,47.79,0.46,0.69,1.36,0.45,1
8.48,46.94,0.35,1.0,0.07,0.13,1
11.17,46.37,0.07,0.62,0.65,0.91,1
13.0,45.71,0.29,0.94,1.15,0.25,1
14.84,45.33,0.36,0.05,1.41,0.82,1
2.4,44.65,0.42,0.06,0.58,0.61,1
7.67,44.37,0.01,0.3,1.87,0.62,1
7.15,44.89,0.28,0.81,0.38,1.74,1
10.87,45.06,0.04,0.02,1.19,1.73,1
3.28,44.11,0.05,0.7,1.44,0.35,1
6.18,43.33,0.29,0.71,1.62,1.22,1
10.27,43.84,0.49,0.91,1.74,0.6,1
12.78,43.1,0.34,0.25,1.91,0.9,1
1.74,43.69,0.32,0.44,0.19,1.48,1
10.91,43.49,0.1,0.69,0.02,0.61,1
12.55,44.39,0.2,0.01,0.7,1.0,1
14.12,43.4,0.09,0.19,0.33,1.58,1
1.99,42.95,0.27,0.25,0.18,0.72,1
7.72,43.7,0.49,0.12,0.75,1.86,1
5.97,43.78,0.35,0.09,1.43,1.95,1
7.53,42.83,0.09,0.63,1.18,1.3,1
8.28,43.25,0.3,0.21,0.42,0.55,1
9.13,43.04,0.42,0.3,1.82,1.49,1
1.52,42.42,0.13,0.96,0.62,0.66,1
12.12,42.25,0.14,0.33,0.83,0.87,1
57.78,42.85,16.48,82.83,40.92,9.55,0
29.02,43.6,3.37,95.05,41.87,29.86,0
94.2,42.93,12.6,63.23,38.95,15.45,0
76.97,43.86,7.55,17.83,19.17,21.14,0
72.35,44.67,11.09,97.04,45.64,28.04,0
50.32,44.99,5.38,27.1,34.8,27.55,0
71.46,45.25,1.42,10.13,28.97,13.6,0
61.41,46.25,12.13,33.73,33.79,42.33,0
82.88,45.67,11.59,23.38,35.67,47.19,0
39.2,46.42,3.83,74.99,23.3,7.82,0
61.83,46.1,7.29,37.68,18.06,25.5,0
61.1,46.78,15.7,69.07,18.25,28.79,0
25.12,47.27,2.49,57.84,33.76,14.51,0
68.47,47.4,18.54,21.05,38.81,8.76,0
61.39,46.83,8.38,85.23,5.2,28.41,0
75.76,46.14,1.82,84.0,42.71,42.48,0
67.28,46.6,1.27,85.56,37.53,28.9,0
27.07,47.07,11.04,32.67,48.77,43.57,0
90.03,47.54,7.59,90.58,19.64,37.98,0
21.38,47.63,7.86,6.85,49.87,10.5,0
79.29,48.18,4.82,51.08,32.33,12.21,0
42.45,48.94,5.01,58.04,23.46,46.41,0
56.25,49.55,7.83,35.92,17.04,29.5,0
43.31,49.59,4.61,50.17,8.11,36.56,0
57.23,49.34,6.71,90.94,9.07,44.14,0
86.05,48.41,14.85,14.9,42.42,35.7,0
30.03,48.73,13.08,67.95,38.6,37.41,0
77.47,48.46,11.93,29.78,46.06,5.82,0
74.67,49.39,9.12,7.36,7.97,34.19,0
61.39,48.93,10.63,35.24,16.55,5.94,0
53.68,49.81,4.76,13.3,37.3,45.26,0
66.35,50.37,2.0,75.38,9.95,35.14,0
74.44,51.22,19.09,75.12,36.19,16.78,0
33.47,50.22,18.19,34.7,10.86,42.2,0
82.41,49.95,5.98,89.05,36.12,34.98,0
24.46,49.92,16.77,21.24,21.75,32.02,0
34.9,50.87,3.67,16.71,43.84,6.42,0
34.89,51.57,3.1,59.81,8.6,32.11,0
23.59,52.41,16.2,42.48,12.18,12.92,0
28.3,53.04,17.47,56.7,6.76,25.9,0
74.47,53.74,10.29,86.7,10.42,45.95,0
73.12,53.45,16.54,56.66,35.38,30.23,0
62.66,53.09,5.89,46.83,17.63,10.53,0
83.9,52.32,8.24,76.06,12.88,24.1,0
30.4,53.05,12.73,62.71,14.6,26.35,0
33.07,53.27,1.37,66.94,7.41,49.1,0
55.28,53.52,9.17,59.44,9.08,46.85,0
33.8,53.82,11.69,17.66,5.79,33.37,0
63.78,53.92,4.49,62.33,7.54,32.42,0
69.14,54.47,18.01,85.78,49.13,48.93,0
14.35,55.14,0.43,0.73,0.15,0.1,1
7.4,55.97,0.41,0.31,0.8,1.4,1
1.41,55.07,0.43,0.79,0.63,0.71,1
0.33,55.21,0.24,0.1,0.39,1.69,1
9.54,56.03,0.09,0.83,1.74,1.05,1
12.69,55.17,0.37,0.73,0.21,0.54,1
0.23,55.36,0.08,0.88,0.48,1.94,1
3.64,54.42,0.25,0.22,1.97,1.69,1
14.22,53.85,0.36,0.08,1.34,1.29,1
11.4,54.36,0.04,0.49,0.02,1.94,1
2.47,55.04,0.17,0.16,1.53,0.12,1
14.14,55.25,0.34,0.21,0.72,0.95,1
10.06,55.18,0.28,0.35,1.78,0.16,1
11.66,54.2,0.03,0.71,1.64,1.32,1
2.78,53.8,0.17,0.23,1.93,1.3,1
13.95,54.74,0.37,0.28,0.76,0.4,1
7.81,55.7,0.45,0.35,1.72,0.11,1
13.69,55.32,0.18,0.77,1.5,1.8,1
7.04,54.41,0.43,0.78,0.79,1.69,1
11.75,54.45,0.1,0.29,0.99,0.9,1
8.22,54.47,0.17,0.18,1.54,0.8,1
9.71,55.44,0.45,0.71,0.09,1.68,1
7.14,55.76,0.48,0.55,0.92,0.66,1
3.52,55.86,0.05,0.03,0.58,0.79,1
4.46,55.39,0.49,0.29,0.88,0.21,1
0.82,54.42,0.28,0.75,0.39,0.74,1
12.61,54.2,0.39,0.06,0.73,1.91,1
7.94,54.75,0.18,0.6,1.96,2.0,1
6.12,54.65,0.25,0.36,1.97,1.42,1
0.28,53.69,0.26,0.98,1.05,0.36,1
5.39,53.81,0.46,1.0,1.89,1.46,1
8.9,53.05,0.27,0.71,0.84,1.34,1
4.06,53.91,0.42,0.9,1.08,0.06,1
10.56,54.68,0.21,0.6,0.86,0.93,1
2.5,54.12,0.05,0.0,0.63,0.29,1
0.27,54.26,0.11,0.33,0.06,1.22,1
1.55,54.85,0.3,1.0,1.89,0.01,1
5.37,55.17,0.03,0.3,0.64,1.05,1
11.26,56.17,0.12,0.32,0.62,0.73,1
11.69,56.15,0.49,0.69,0.81,0.78,1
6.31,56.86,0.41,0.47,0.59,1.55,1
6.36,55.92,0.33,0.06,1.06,0.09,1
9.23,56.36,0.15,0.74,1.79,0.28,1
7.77,57.22,0.06,0.65,1.22,1.03,1
7.86,56.58,0.5,0.51,0.23,0.94,1
9.0,55.74,0.35,0.47,0.2,0.94,1
10.26,55.88,0.4,0.96,0.3,1.06,1
13.84,56.28,0.31,0.15,0.87,1.31,1
12.96,57.0,0.09,0.95,0.12,1.97,1
9.94,56.17,0.37,0.07,0.08,0.2,1
61.05,56.48,5.09,86.72,25.06,36.3,0
43.99,55.98,5.62,37.53,40.85,31.38,0
81.34,56.84,2.04,71.42,24.76,37.91,0
76.25,55.99,9.4,19.34,41.29,25.73,0
73.93,55.55,6.55,9.64,45.62,26.74,0
73.73,54.97,17.83,5.03,35.95,39.52,0
56.72,55.6,2.7,75.94,43.14,9.87,0
77.87,55.7,7.59,70.58,5.0,46.93,0
66.53,56.52,13.63,58.33,43.55,32.44,0
63.67,57.49,4.25,91.79,35.67,36.47,0
25.64,58.42,9.14,27.71,33.37,41.31,0
54.09,58.64,15.94,92.12,35.75,15.92,0
92.75,58.13,19.76,66.02,44.91,14.02,0
91.47,58.34,3.57,23.16,23.92,31.53,0
41.9,58.74,18.49,91.93,22.64,24.54,0
69.72,58.66,8.26,44.35,20.66,15.59,0
71.48,57.67,15.1,78.99,21.86,39.41,0
55.78,58.49,16.08,64.85,26.33,34.01,0
62.48,57.56,16.2,98.17,36.75,30.8,0
48.09,57.11,11.74,80.73,24.71,48.2,0
75.84,56.3,8.96,51.17,41.11,18.33,0
59.02,56.48,11.05,80.73,48.57,7.49,0
71.1,55.81,19.73,94.55,37.06,28.48,0
48.81,55.66,12.12,73.89,33.59,37.14,0
74.57,54.82,3.73,20.45,12.33,45.09,0
80.11,54.24,5.44,49.5,46.22,31.37,0
41.31,53.99,18.49,45.58,31.41,25.7,0
36.75,54.7,14.04,73.23,17.37,40.51,0
89.05,53.71,4.06,33.87,43.72,13.93,0
85.31,53.39,7.2,44.38,25.09,43.17,0
86.92,53.63,12.72,55.09,19.65,15.97,0
53.52,54.21,18.3,51.71,28.03,23.75,0
51.86,54.43,6.12,86.89,31.86,31.62,0
73.91,54.88,6.95,8.22,41.48,10.8,0
26.17,54.22,8.13,10.99,28.5,34.39,0
47.87,55.17,18.67,47.03,41.11,46.72,0
87.37,54.2,7.03,96.44,41.56,42.67,0
91.57,55.12,15.78,77.96,8.67,15.47,0
57.55,54.87,8.56,84.79,8.93,23.76,0
46.24,55.71,6.85,24.96,12.78,33.82,0
58.16,55.41,6.66,20.12,42.36,48.72,0
41.82,55.84,12.43,78.66,25.49,33.35,0
92.04,55.99,4.14,99.75,22.65,37.54,0
56.5,56.03,14.26,42.6,10.67,27.0,0
35.14,56.11,18.78,26.61,23.42,11.97,0
43.07,56.39,10.3,26.34,7.42,40.07,0
45.56,56.34,1.9,87.23,12.64,46.88,0
45.53,56.21,15.09,88.3,21.68,23.33,0
89.17,55.74,14.16,28.53,13.32,15.37,0
37.26,55.32,13.51,16.01,22.43,33.13,0
1.07,54.45,0.04,0.13,1.67,1.32,1
5.93,54.08,0.14,0.58,1.05,0.96,1
2.15,54.56,0.37,0.88,1.89,0.12,1
10.92,54.82,0.47,0.25,1.48,0.11,1
5.33,54.05,0.38,0.86,0.73,1.05,1
6.31,54.33,0.18,0.18,1.79,0.3,1
13.36,53.88,0.46,0.79,0.35,1.63,1
13.84,54.52,0.35,0.79,0.17,1.17,1
12.94,54.91,0.01,0.94,0.09,1.23,1
1.7,55.43,0.02,0.78,0.77,0.21,1
12.75,55.53,0.29,0.16,0.03,1.4,1
9.8,55.62,0.41,0.43,0.25,1.88,1
9.27,56.62,0.47,0.93,1.14,0.6,1
10.24,56.58,0.2,0.56,0.83,1.78,1
12.37,56.36,0.42,0.82,1.44,1.71,1
1.81,55.68,0.42,0.5,0.25,0.23,1
11.29,56.26,0.36,0.2,1.69,0.56,1
7.38,55.33,0.37,0.38,0.69,1.68,1
14.62,55.36,0.32,0.43,1.26,0.25,1
14.78,54.77,0.12,0.72,0.87,1.3,1
7.11,54.9,0.49,0.2,1.27,1.15,1
9.27,54.25,0.25,0.02,1.8,1.65,1
6.26,53.57,0.39,0.98,1.9,1.8,1
13.73,53.88,0.44,0.38,0.79,0.92,1
3.99,54.41,0.01,0.14,0.88,0.56,1
1.69,53.62,0.46,0.9,1.82,1.48,1
6.63,54.18,0.07,0.99,0.67,1.17,1
13.82,53.37,0.38,0.67,0.93,1.21,1
13.27,54.11,0.27,0.04,1.84,0.98,1
12.87,54.9,0.41,0.06,0.49,1.75,1
6.93,54.29,0.22,0.18,1.94,0.43,1
9.94,54.3,0.12,0.94,0.02,0.01,1
7.37,53.31,0.08,0.49,0.82,1.78,1
14.65,52.78,0.31,0.15,0.09,1.08,1
4.59,52.84,0.12,0.65,1.11,0.16,1
11.89,52.13,0.04,0.89,1.16,1.9,1
14.9,53.01,0.32,0.57,1.03,0.05,1
9.7,53.24,0.05,0.02,0.1,1.22,1
7.55,52.81,0.15,0.53,1.03,0.04,1
0.89,53.56,0.45,0.73,1.99,0.6,1
9.09,53.03,0.23,0.22,1.48,1.81,1
2.71,52.87,0.35,0.98,1.5,0.57,1
5.83,53.75,0.43,0.77,1.18,0.55,1
9.83,53.42,0.49,0.58,1.64,1.63,1
14.46,53.72,0.01,0.77,1.93,0.68,1
8.48,53.34,0.38,0.87,1.21,1.63,1
3.51,53.13,0.22,0.68,0.37,1.36,1
11.95,53.56,0.02,0.67,1.3,1.88,1
11.96,54.05,0.45,0.68,0.58,1.74,1
6.42,53.71,0.36,0.87,1.95,1.9,1
